name,address,email,phone_number,banking_account
Thunder's Mouth Press Books,60 Old Dover Rd,roosevelt.hoffis@aol.com,305-302-1135,472199943298871      
Watson-Guptill Publications,8 Sheridan Rd,hhalter@yahoo.com,201-412-3040,501970125717987      
Deadite Press (Eraserhead Press),85092 Southern Blvd,lorean.martabano@hotmail.com,210-634-2447,441984509344373      
Dr. Master Productions Inc.,64 Newman Springs Rd E,france.buzick@yahoo.com,718-853-3740,395943574087689      
Seven Stories Press,48 Stratford Ave,jferrario@hotmail.com,909-631-5703,802776570685462      
Back Bay,80 Pittsford Victor Rd #9,adelina_nabours@gmail.com,216-937-5320,904411552849869      
Little  Brown & Company,87163 N Main Ave,ddhamer@cox.net,212-225-9676,916316936985155      
Roberts Rinehart Publishers,393 Lafayette Ave,jerry.dallen@yahoo.com,804-808-9574,985816424652269      
Lawbook Exchange  Ltd.,99 5th Ave #33,leota.ragel@gmail.com,706-616-5131,682357462132057      
East Bay Municipal Utility District,49 N Mays St,jamyot@hotmail.com,337-991-8070,625734015069226      
Amherst Media  Inc.,993 Washington Ave,aja_gehrett@hotmail.com,973-986-4456,190638017624777      
Piatkus Books,88 15th Ave Ne,kirk.herritt@aol.com,607-350-7690,122975040804490      
Amherst Media,3381 E 40th Ave,leonora@yahoo.com,973-355-2120,465520673416482      
Express Publishing,201 Ridgewood Rd,winfred_brucato@hotmail.com,208-793-4108,155551414624943      
Barefoot Books,39 Moccasin Dr,tarra.nachor@cox.net,415-284-2730,779829579257622      
Dial,4 Carroll St,corinne@loder.org,508-618-7826,334152525232087      
University Press of Florida,9581 E Arapahoe Rd,dulce_labreche@yahoo.com,248-811-5696,586503021897250      
Starcatcher Press,33 N Michigan Ave,kate_keneipp@yahoo.com,920-355-1610,157177253387398      
Sudamericana,2 S Biscayne Blvd,kaitlyn.ogg@gmail.com,410-773-3862,494430564078885      
New Island Books,8 Us Highway 22,sherita.saras@cox.net,719-547-9543,717324054839952      
Frederick P. Lenz Foundation for American Buddhism,7422 Martin Ave #8,lstuer@cox.net,419-399-1744,327673610321848      
Dell Publishing Company,94 Chase Rd,ernest@cox.net,301-257-4883,958678616959671      
Transworld Publishers,8139 I Hwy 10 #92,nobuko.halsey@yahoo.com,508-897-7916,271449097981495      
Indiana University Press,5 Cabot Rd,lavonna.wolny@hotmail.com,703-892-2914,390922983352422      
Mayfield Publishing Company (NY),3387 Ryan Dr,llizama@cox.net,410-912-6032,101720687566404      
Orchard Books,3125 Packer Ave #9851,mariann.bilden@aol.com,512-742-1149,533273688044621      
Abingdon Press,347 Chestnut St,helene@aol.com,623-426-4907,968494920867601      
Destiny Image Incorporated,8116 Mount Vernon Ave,roselle.estell@hotmail.com,419-488-6648,781587193325454      
William B. Eerdmans Publishing Company,8772 Old County Rd #5410,sheintzman@hotmail.com,206-923-6042,576361519795729      
Phoenix Press,868 State St #38,margart_meisel@yahoo.com,513-747-9603,692314521848256      
Hyperion Books,772 W River Dr,kristofer.bennick@yahoo.com,812-442-8544,925414395091206      
Starscape,73 W Barstow Ave,wacuff@gmail.com,847-613-5866,552198919944436      
Tom Doherty Tor Fantasy,61047 Mayfield Ave,shalon@cox.net,718-394-4974,470588536156704      
Luna,2139 Santa Rosa Ave,denise@patak.org,407-808-3254,629679273948690      
Rowohlt Verlag,598 43rd St,louvenia.beech@beech.com,310-652-2379,532477893427517      
Collins Design,70295 Pioneer Ct,audry.yaw@yaw.org,813-744-7100,200460886963287      
Joshua Odell Editions,92899 Kalakaua Ave,kristel.ehmann@aol.com,915-300-6100,460994980127996      
Dragonfly Books,395 S 6th St #2,vzepp@gmail.com,619-935-6661,528527918543035      
iBooks,9506 Edgemore Ave,egwalthney@yahoo.com,301-591-3034,363363197085753      
Everyman's Library Classics,72119 S Walker Ave #63,venita_maillard@gmail.com,714-663-9740,766435774396062      
Harcourt  Inc.(Harvest Book),369 Latham St #500,kasandra_semidey@semidey.com,314-697-3652,273266498211067      
Theatre Communications Group,3158 Runamuck Pl,xdiscipio@gmail.com,512-942-3411,193318426089209      
El Paso Norte Press,9 Plainsboro Rd #598,mlinahan@yahoo.com,336-364-6037,558530670561877      
Aspect,8728 S Broad St,krauser@cox.net,631-288-2866,173230734702459      
Golden/Disney,2215 Prosperity Dr,pdubaldi@hotmail.com,201-749-8866,292926930023734      
Nostalgia Ventures,1 S Pine St,linn_paa@paa.com,901-573-9024,490044419538450      
McClelland and Stewart,187 Market St,paris@hotmail.com,404-607-8435,832145616191322      
Dutton Books for Young Readers,94290 S Buchanan St,wynell_dorshorst@dorshorst.org,650-749-9879,940961117446730      
University of North Carolina Press,7061 N 2nd St,qbirkner@aol.com,952-314-5871,625806351673852      
Lumen,10759 Main St,regenia.kannady@cox.net,480-205-5121,901541886624915      
British Film Institute,97 E 3rd St #9,sheron@aol.com,718-613-9994,105511189258365      
Methuen Publishing,82 Winsor St #54,izetta.funnell@hotmail.com,770-584-4119,128456278560527      
Cumberland House Publishing,41 Steel Ct,rodolfo@hotmail.com,507-590-5237,978335802001955      
Windsor Golden Series,49440 Dearborn St,zona@hotmail.com,203-938-2557,653348314289343      
Cistercian Publications,7 S Beverly Dr,szagen@aol.com,260-382-4869,552356350420000      
btb,919 Wall Blvd,paz_sahagun@cox.net,601-249-4511,149987642691192      
Henry Holt,89 20th St E #779,markus@yahoo.com,586-247-1614,598369109605898      
Bloomsbury USA,721 Interstate 45 S,jaclyn@aol.com,719-223-2074,684643964909173      
C. Bange,3 Lawton St,cyril_daufeldt@daufeldt.com,212-422-5427,317263537458643      
Insel,38 Pleasant Hill Rd,gschnitzler@gmail.com,510-441-4055,234022168732643      
Piper Verlag,45 E Acacia Ct,erick_nievas@aol.com,773-359-6109,538768101667009      
Laurel Leaf Library,63728 Poway Rd #1,jennie@cox.net,570-868-8688,356994518249624      
BBC Audiobooks,77 222 Dr,mscipione@scipione.com,530-399-3254,471443056591001      
Pimlico,53 W Carey St,cventura@yahoo.com,845-694-7919,419578467569803      
Luath Press Ltd,617 Nw 36th Ave,galen@yahoo.com,216-871-6876,902831913287690      
Daw Books,539 Coldwater Canyon Ave,tfeichtner@yahoo.com,973-473-5108,550022979415953      
Tauris Parke Paperbacks,735 Crawford Dr,gail@kitty.com,907-770-3542,882165939122282      
Rowohlt Tb,910 Rahway Ave,dalene@schoeneck.org,215-380-8820,939094318349554      
Napoleon and Co,7 Tarrytown Rd,gertude.witten@gmail.com,513-863-9471,495100129295909      
Highbridge Audio,35433 Blake St #588,lizbeth@yahoo.com,310-955-5788,579944764243286      
"Izdavačka agencija ""Draganić""",29 Cherry St #7073,gberray@gmail.com,515-372-1738,504772838478460      
Trine Day,810 N La Brea Ave,lashandra@yahoo.com,610-378-7332,611467221389919      
Eerdmans,987 Main St,lnewville@newville.com,919-254-5987,200611774198178      
Augsburg Fortress Publishing,36 Enterprise St Se,laurel@yahoo.com,509-595-6485,486349835851459      
Crown Forum,8429 Miller Rd,mireya.frerking@hotmail.com,914-883-3061,982246613131202      
Allen Lane,5 W 7th St,annelle@yahoo.com,410-234-2267,264948888617701      
Stewart  Tabori and Chang,2 Flynn Rd,dean_ketelsen@gmail.com,516-732-6649,827857191134237      
Julie Andrews Collection,2094 Ne 36th Ave,levi.munis@gmail.com,508-658-7802,635449214513980      
Arbordale Publishing,649 Tulane Ave,sylvie@aol.com,918-565-1706,562936914637048      
Virgin Publishing,2094 Montour Blvd,sharee_maile@aol.com,231-265-6940,632136606355116      
Free Spirit Publishing,393 Hammond Dr,cordelia_storment@aol.com,337-255-3427,920197180546573      
Taunton Press,8590 Lake Lizzie Dr,mollie_mcdoniel@yahoo.com,419-417-4674,138952553106883      
Houghton Mifflin Harcourt P,87895 Concord Rd,brett.mccullan@mccullan.com,619-727-3892,538549253475998      
Rizzoli,46314 Route 130,teddy_pedrozo@aol.com,203-918-3939,797216048976874      
Orion Publishing Co.,4 Cowesett Ave,tasia_andreason@yahoo.com,201-969-7063,620758605965914      
Schirmer/Mosel,95 Main Ave #2,hubert@walthall.org,330-566-8898,157175001581423      
Adams Media,28 S 7th St #2824,arthur.farrow@yahoo.com,201-772-4377,811136849884297      
Michael O'Mara,79 S Howell Ave,vberlanga@berlanga.com,616-568-4113,651336873279346      
Brilliance Audio,36 Lancaster Dr Se,billye_miro@cox.net,601-637-5479,856310425528618      
Baronet Books,2759 Livingston Ave,glenna_slayton@cox.net,901-869-4314,136765288199712      
Wordsworth Editions,17 Jersey Ave,mitzie_hudnall@yahoo.com,303-997-7760,676788059024361      
Countryman Press,2 W Grand Ave,bernardine_rodefer@yahoo.com,901-739-5892,725375666976569      
Hard Crime Case,18 Coronado Ave #563,staci_schmaltz@aol.com,626-293-7678,904826681263002      
Plaza y Janés,72 Beechwood Ter,nichelle_meteer@meteer.com,773-857-2231,164646005151464      
Renaissance Books,92 Broadway,jrhoden@yahoo.com,718-728-5051,119095562629437      
New English Library,39 Franklin Ave,ettie.hoopengardner@hotmail.com,509-847-3352,865183221630218      
Simon & Schuster Libros en Español,4 Iwaena St,eden_jayson@yahoo.com,410-429-4888,789826944828332      
LGF,32820 Corkwood Rd,lynelle_auber@gmail.com,973-605-6492,496662384005010      
Inter Varsity Press,34 Raritan Center Pky,merissa.tomblin@gmail.com,562-719-7922,791118973268101      
Random House  Inc.,6201 S Nevada Ave,golda_kaniecki@yahoo.com,732-617-5310,256923126207805      
Sweet Valley,78 Maryland Dr #146,catarina_gleich@hotmail.com,973-491-8723,494177015583902      
Suma de Letras Brasileiras,76598 Rd  I 95 #1,vkiel@hotmail.com,303-845-5408,727873268179807      
Secker,1610 14th St Nw,jolene@yahoo.com,757-940-1741,699459001046416      
Simon & Schuster (Trade Division),86350 Roszel Rd,keneth@yahoo.com,602-442-3092,475428085373405      
Archie Comics,1644 Clove Rd,rikki@nayar.com,305-978-2069,339881755278782      
TSR Inc.,9 W Central Ave,elke_sengbusch@yahoo.com,602-575-3457,546655864713043      
Canongate U.S.,27846 Lafayette Ave,hoa@sarao.org,386-599-7296,289382663627133      
MacMillan Publishing Company,10276 Brooks St,trinidad_mcrae@yahoo.com,415-419-1597,469473846905782      
Little Bookroom,1 Century Park E,mari_lueckenbach@yahoo.com,858-228-5683,759666372905891      
Grove Press (NYC),9 State Highway 57 #22,selma.husser@cox.net,201-772-7699,850158446868578      
Fulcrum Publishing,4 S Washington Ave,aonofrio@onofrio.com,909-665-3223,917775981613066      
Allen & Ulwin,25 Se 176th Pl,ljurney@hotmail.com,617-544-2541,739533856997849      
Copper Canyon Press,105 Richmond Valley Rd,clorinda.heimann@hotmail.com,760-261-4786,369764814420203      
Arrow Books,22 Spruce St #595,dick@yahoo.com,310-936-2258,807255903650546      
Perigee Trade,2 W Beverly Blvd,ahmed.angalich@angalich.com,717-632-5831,779443125562149      
Gold Eagle,72 Southern Blvd,iluminada.ohms@yahoo.com,480-866-6544,650556750045103      
Games Workshop(uk),1 Washington St,joanna_leinenbach@hotmail.com,561-951-9734,180489222775670      
Seal,90177 N 55th Ave,caprice@aol.com,615-726-4537,459022005520302      
Lasser Press,9 Tower Ave,stephane_myricks@cox.net,859-308-4286,406094315170871      
Random House Value Publishing/TheViking Press,278 Bayview Ave,quentin_swayze@yahoo.com,734-851-8571,458751821128834      
Swallow Press,80312 W 32nd St,annmarie_castros@gmail.com,936-937-2334,379717869493488      
Gibbs Smith Publishers,82 Us Highway 46,shonda_greenbush@cox.net,973-644-2974,713097316468925      
Carroll & Graf Publishers,4 Stovall St #72,clapage@lapage.com,201-856-2720,472303301850422      
Hodder Wayland,19 Amboy Ave,jeanice.claucherty@yahoo.com,305-306-7834,406080116238792      
Rowohlt Taschenbuch Verlag GmbH,63 Smith Ln #8343,josphine_villanueva@villanueva.com,931-486-6946,853424237233513      
Century,11360 S Halsted St,dperruzza@perruzza.com,714-531-1391,148317798087318      
Fleming H Revell Co,26849 Jefferson Hwy,cassi.wildfong@aol.com,847-755-9041,284642892952320      
Living Books,2500 Pringle Rd Se #508,britt@galam.org,215-351-8523,354668513643260      
Hill & Wang,65 Mountain View Dr,adell.lipkin@lipkin.com,973-662-8988,771109803638068      
Schocken Books Inc,1 N San Saba,jacqueline.rowling@yahoo.com,814-481-1700,208712157682612      
Hill and Wang,51120 State Route 18,lonny_weglarz@gmail.com,801-892-8781,791509778285083      
Gürze Books,1482 College Ave,lonna_diestel@gmail.com,910-200-7912,129319576311049      
Gurze Books,4119 Metropolitan Dr,cristal@cox.net,213-696-8004,742507088888764      
Waterbrook Press,2167 Sierra Rd,kenneth.grenet@grenet.org,517-867-8077,595282856021395      
Fontana,6 Sunrise Ave,emclaird@mclaird.com,315-474-5570,155560980234601      
Sphere,55713 Lake City Hwy,ajeanty@gmail.com,574-405-1983,845515079212070      
Editions du Rocher,75698 N Fiesta Blvd,sharika.eanes@aol.com,407-472-1332,450277634049252      
Harpercollins Children's Books,88 Sw 28th Ter,nu@gmail.com,973-903-4175,838747927006488      
Aladdin Paperbacks,7 Flowers Rd #403,dcomnick@cox.net,609-398-2805,589733794725012      
Black Lizard Books,4 Nw 12th St #3849,cecilia_colaizzo@colaizzo.com,608-302-3387,110035165333132      
New Directions Publishing Corporation,2 A Kelley Dr,leslie@cox.net,914-396-2615,889242012430804      
Western Publishing Company  Golden Books,88827 Frankford Ave,nan@koppinger.com,336-564-1492,779095109704249      
University of Texas Press,2 W Scyene Rd #3,idewar@dewar.com,410-522-7621,841851367476019      
Editions 10/18,62260 Park Stre,tegan.arceo@arceo.org,732-705-6719,445935625950537      
NAL Trade,3424 29th St Se,ruthann@hotmail.com,830-919-5991,347407572952878      
Phébus,35 E Main St #43,joni_breland@cox.net,847-740-5304,562078482640144      
Bookspan,7163 W Clark Rd,vrentfro@cox.net,732-724-7251,940386711386365      
Nelson Reference & Electronic Publishing,21575 S Apple Creek Rd,colette.kardas@yahoo.com,402-707-1602,760377731358716      
Here's Life Publishers,747 Leonis Blvd,malcolm_tromblay@cox.net,703-874-4248,604097335012495      
Nelson Books,13 Gunnison St,ryan@cox.net,972-961-4968,892499022176509      
Th1nk Books,18 3rd Ave,jess.chaffins@chaffins.org,212-428-9538,161037393832947      
Denoël,62 W Austin St,sbourbon@yahoo.com,516-749-3188,706580138680359      
Éditions du Rocher,177 S Rider Trl #52,nickolas_juvera@cox.net,352-947-6152,438722928562704      
Blanvalet Taschenbuch,2 W Mount Royal Ave,gary_nunlee@nunlee.org,317-887-8486,770357736646143      
Penguin Signet,1953 Telegraph Rd,diane@cox.net,816-329-5565,528618330068945      
Book of the Month Club,63517 Dupont St,roslyn.chavous@chavous.org,601-973-5754,186778466592437      
New English Library (Hodder & Stoughton),5 E Truman Rd,glory@yahoo.com,325-740-3778,113186835969590      
NAL Books,251 Park Ave #979,rasheeda@aol.com,408-997-7490,871196160933675      
Columbia Pictures Pubns,43496 Commercial Dr #29,alpha@yahoo.com,856-513-7024,277121944263895      
Plaza & Janes Editores Sa,2184 Worth St,refugia.jacobos@jacobos.com,510-509-3496,344589556883598      
Belknap Press,50126 N Plankinton Ave,shawnda.yori@yahoo.com,407-564-8113,124053310064151      
Sutton,38773 Gravois Ave,mdelasancha@hotmail.com,307-816-7115,931356157566104      
George Braziller,16452 Greenwich St,gilma_liukko@gmail.com,516-407-9573,952566460301934      
Holt  Rinehart and Winston  Inc.,40 Cambridge Ave,jgabisi@hotmail.com,608-586-6912,554763151667646      
Grove Press  Granta,20113 4th Ave E,lili.paskin@cox.net,201-478-8540,862959750770604      
Amistad Press,6 Ridgewood Center Dr,loren.asar@aol.com,570-569-2356,722479355958117      
Diogenes Verlag,469 Outwater Ln,dorothy@cox.net,858-732-1884,658587040046263      
TusQuets,62 Monroe St,gail_similton@similton.com,760-493-9208,870528075924946      
Penguin Essential Editions,3338 A Lockport Pl #6,catalina@hotmail.com,609-826-4990,338724688134417      
Teacher's Pet Publications  Inc.,9 Hwy,lawrence.lorens@hotmail.com,401-893-1820,262839697285341      
Timeless Texts,8284 Hart St,carlee.boulter@hotmail.com,785-253-7049,310307768355446      
Timber Press (OR),5 Washington St #1,tankeny@ankeny.org,916-459-2433,660376501876892      
Random House UK Ltd (A Division of Random House Group),8 S Haven St,joles@gmail.com,386-208-6976,887537079158217      
Tachyon Publications,9 Front St,alesia_hixenbaugh@hixenbaugh.org,202-276-6826,460239214006335      
Roc,1933 Packer Ave #2,lai@gmail.com,415-926-6089,783753542779056      
Lodestar Books,67 Rv Cent,bgillaspie@gillaspie.com,208-206-9848,839287814157619      
Gallimard Education,2 Sw Nyberg Rd,rkampa@kampa.org,574-330-1884,713075838799579      
Hamish Hamilton,89992 E 15th St,flo.bookamer@cox.net,308-250-6987,246304843057044      
Night Shade Books,61556 W 20th Ave,jbiddy@yahoo.com,206-395-6284,535144800483994      
Bantam Spectra (NY),63 E Aurora Dr,chauncey_motley@aol.com,407-557-8857,278925557869452      
Pocket Books/Simon & Schuster (NY),6649 N Blue Gum St,jbutt@gmail.com,504-845-1427,121966714556542      
Association for Scottish Literary Studies,4 B Blue Ridge Blvd,josephine_darakjy@darakjy.org,810-374-9840,463452552236182      
Little Brown,8 W Cerritos Ave #54,art@venere.org,856-264-4130,102385803307353      
